ordinal,pageid,namespace,kind,title,revid,parentid,timestamp,mediawiki_sha1,wikitext_bytes
217,166442,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/K-Spektrum/Standardoperationen auf A^1 als Morphismen/Aufgabe/Aufgabereferenznummer,1068455,1062606,2026-02-02T08:46:37Z,71ac84f53d72b3226ed40eeda55822b8f6a76f22,49
218,167464,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kein Quadrat/Quadratisches Polynom/Irreduzibel/Aufgabe/Aufgabereferenznummer,1057982,0,2025-11-07T07:50:45Z,1210deb50bc5fbf00d43dc10b39f08533b901792,48
219,166453,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidringe/Funktorialität im Monoid/Fakt/Faktreferenznummer,1051436,0,2025-08-18T08:28:48Z,546b98c8b99fb2c8cf6d1e464ef55fae3492ee31,49
220,166454,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidringe/Funktorialität im Monoid/Surjektivität/Fakt/Faktreferenznummer,1051437,0,2025-08-18T08:28:58Z,68eb212e2694fc321eecd4c5ea2b49486d7ac5c2,47
221,167424,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidringe/Polynomring als Monoidring (mehrere Variablen)/Beispiel/Beispielreferenznummer,1057744,0,2025-11-05T09:10:57Z,521a2775b646b75663bda694b231337567235cb5,49
222,166458,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidringe/R-wertige Punkte/Bemerkung/Bemerkungreferenznummer,1051442,0,2025-08-18T08:29:38Z,5a990845a5b3f3a990fe98adbcb8ebfebc694747,50
223,166455,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidringe/Universelle Eigenschaft für R-Algebren mit Monoidabbildung/Fakt/Faktreferenznummer,1051438,0,2025-08-18T08:29:08Z,0eacf00da57299636bc64f17839e0151aeb36a43,45
224,166456,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Monoidtheorie/Differenzengruppe/Gruppe/Aufgabe/Aufgabereferenznummer,1068456,1062219,2026-02-02T08:46:47Z,bdf676416d6642117bafb112bc282fdef2170c81,49
225,166396,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Algebra von endlichem Typ/Körper/Noethersch/Fakt/Faktreferenznummer,1051353,0,2025-08-18T08:08:14Z,2bbadf81ba4c9ddd935ab0f937c35c752ca6e470,48
226,166463,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Diskreter Bewertungsring/Definition/Definitionreferenznummer,1051448,0,2025-08-18T08:30:38Z,f4f245fddb275fe501bd3e893db77e24eefa5fbc,51
227,167886,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/f nicht nilpotent/Existenz von Primidealen/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1062482,0,2025-12-16T10:28:39Z,49961b74b901b8a8dae73fe159e50f2224b29a81,49
228,166744,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/f nicht nilpotent/Existenz von Primidealen/Fakt/Faktreferenznummer,1051832,0,2025-08-18T11:06:40Z,0f927ca411e58a62b9135811b91ec24cfcb7cad1,75
229,166464,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Faktoriell/Normal/Fakt/Faktreferenznummer,1051449,0,2025-08-18T08:30:48Z,b4d486195cbe6942d3acfff64e8e05e125e2e9d6,45
230,166462,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Ganzheit/Ganzer Abschluss/Ring/Fakt/Faktreferenznummer,1051447,0,2025-08-18T08:30:28Z,04593c920c1239892117cc365a89e395ff36eee4,50
231,166465,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Ganzheit/Ganzes Element/Charakterisierung/Fakt/Faktreferenznummer,1051450,0,2025-08-18T08:30:58Z,b4ea431bbbd8f099734353c578ca2b980ebf8d3b,46
232,166417,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Hilbertscher Basissatz/Endliche viele Variablen/Fakt/Faktreferenznummer,1051379,0,2025-08-18T08:12:34Z,95fb9eaa29df92efa23198c7f15ed6e4c4fc5845,48
233,166397,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Ideale/Radikal ist Durchschnitt von Primidealen/Aufgabe/Aufgabereferenznummer,1051354,0,2025-08-18T08:08:24Z,fc5f7ec1a90c18183d10ad51fa88a09579e112c7,49
234,166743,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Ideale/Radikal und reduzierter Restklassenring/Aufgabe/Aufgabereferenznummer,1051829,1051828,2025-08-18T11:04:19Z,5688aa0971f462292556ac08f34efe3b8b955344,48
235,166449,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/K-Spektrum/Multiplikatives System und topologischer Filter/Aufgabe/Aufgabereferenznummer,1062623,1062217,2025-12-18T15:11:43Z,4ece50bd56adf69574d5a87d72566af48655de2d,49
236,166746,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/K-Spektrum/Produktring/Fakt/Faktreferenznummer,1051839,1051834,2025-08-18T11:13:07Z,786025425629fc1e88aa92675dda1fc4790eac78,47
237,166435,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Nenneraufnahme/Ein Element/Restklassendarstellung/Aufgabe/Aufgabereferenznummer,1051414,0,2025-08-18T08:25:17Z,1e23b588a72f702ad4e95ba6001553839da19c65,48
238,166466,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Noethersch lokal nulldimensional/Potenz ist null/Fakt/Faktreferenznummer,1051451,0,2025-08-18T08:31:08Z,52996924991cc54eb5ff2f4cdbc0559f36d53b9e,46
239,166398,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Noethersche Ringe/Endlich erzeugte Moduln sind noethersch/Fakt/Faktreferenznummer,1051355,0,2025-08-18T08:08:34Z,bb99707fc5e30de00e6f7ee07e74502b5a4a5fe2,45
240,168293,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Noethersche Ringe/Äquivalente Formulierungen/Fakt/Faktreferenznummer,1066804,1066803,2026-01-24T11:50:15Z,f9d38c755592c989df5c0f6c76a83a572d1b579e,51
241,166484,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Normal/Durchschnitt von normalen Ringen/Aufgabe/Aufgabereferenznummer,1062608,1051475,2025-12-18T11:07:24Z,9941d2a547b28e4cb317ee7903639ac575ebb1e9,48
242,166485,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Normal/Nenneraufnahme ist normal/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1062607,1051476,2025-12-18T11:07:14Z,94bb0ebddaf0a53a724dfe36ac0588bdf49b85ba,48
243,166418,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Polynomring über Körper/Endliche viele Variablen/Noethersch/Fakt/Faktreferenznummer,1051380,0,2025-08-18T08:12:44Z,4873fa50ab1dd28cef3623d95db02ef114c8832c,48
244,167608,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Primideal/Charakterisierung mit Restklassenring/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1068467,1059283,2026-02-02T08:48:17Z,5dbe7d3ab8511fcbeb9def2cf6dbd49ec6b0efc2,48
245,166740,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Primideal/Charakterisierung mit Restklassenring/Fakt/Faktreferenznummer,1051819,0,2025-08-18T10:52:45Z,0f927ca411e58a62b9135811b91ec24cfcb7cad1,75
246,166361,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Primideal/Unter Morphismus/Aufgabe/Aufgabereferenznummer,1068468,1056169,2026-02-02T08:48:27Z,8395b81cb78d05c614b36903ce499387eb189a00,48
247,169727,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Ringhomomorphismus/Kern ist Ideal/Fakt/Faktreferenznummer,1073802,0,2026-02-27T12:38:31Z,7128de92cc1042eb504f3025400f6dfbf24e52de,42
248,166432,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutative Ringtheorie/Transitivität der Endlichkeit (Algebren)/Aufgabe/Aufgabereferenznummer,1051410,0,2025-08-18T08:24:17Z,de5f911f181baeae1d25e03a9cb18291ca5aa4aa,49
249,166486,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kommutatives Monoid/Torsionsfrei/Differenzgruppe ist torsionsfrei/Aufgabe/Aufgabereferenznummer,1062609,1051477,2025-12-18T11:07:34Z,79a9e879b28c6c2f8993d0d8a4fb1c9746ef109c,49
250,166384,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Kurze exakte Sequenz/Modul/Duale Sequenz/Aufgabe/Aufgabereferenznummer,1051339,0,2025-08-18T08:06:14Z,24d4a7708de1c578e9c153360f98c080fc040345,48
251,167062,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Körper/Integritätsbereich/Fakt/Faktreferenznummer,1055586,0,2025-10-16T09:42:47Z,f6b86928c056ebda40db112bac28446f3cea94e8,77
252,167041,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Lieblingspolynome/Textabschnitt,1055442,0,2025-10-14T15:40:04Z,f7280d6de09757c21e97308b76855c7e450e05c4,2843
253,166379,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Linearer Endomorphismus/Lineare Transformationsformel/Fakt/Faktreferenznummer,1051319,0,2025-08-18T07:50:54Z,c8ec485569bc3a1a3d52de632a4d4035e301d358,91
254,165864,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Links,1032906,0,2025-08-11T13:32:26Z,9fb7e57bad2c671dd2a0a1aebbc5f56fd5ec7abe,277
255,165952,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Liste der Hauptsätze,1112554,1092789,2026-08-21T15:51:38Z,1e5936767887ec8dd0d650780749eda268552b7a,8607
256,165953,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Liste der Hauptsätze/Zufallsabfrage,1032999,0,2025-08-11T13:50:36Z,d43e2206dc32eb0e7ea10654866b9dcfb6c7dbc5,194
257,165862,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Literatur,1051869,1032904,2025-08-18T12:40:10Z,75e5c2acd42c334077b16188bb035c36a64bbc2d,722
258,166921,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Lizenzerklärung,1054579,0,2025-09-29T11:06:41Z,c914f4f47acd7cffab542e6ae29002aa9e5ced3e,36
259,166497,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Lokaler Ring/Modulerzeuger und Erzeuger mod m/Fakt/Faktreferenznummer,1051488,0,2025-08-18T08:49:50Z,0037f79059f1c0ebc11fd8f6a7b9fb37e0d6935b,46
260,165877,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Materialaufzählung,1093866,1068469,2026-06-11T11:07:25Z,bbbfb74b4dd2f1bb298e047cd0d682f504735429,1405
261,165860,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Materialien,1032902,0,2025-08-11T13:31:26Z,aced1471ebbb15024281932d361e91ac87d037fc,235
262,166469,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanisch definierte Kurven/Stangenkonfiguration/Kreis und tangentiale Gerade/Beispiel/Beispielreferenznummer,1051460,0,2025-08-18T08:44:40Z,2dfaefefcf1e0c66f5efce9b5025a7dfe9d31ee7,48
263,167466,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanisch definierte Kurven/Stangenkonfiguration/Kreis und tangentiale Gerade/Irreduzibel/Aufgabe/Aufgabereferenznummer,1057986,0,2025-11-07T07:57:21Z,26441ecab1d17b0021e225189a2feb79e73ba469,48
264,167465,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanisch definierte Kurven/Stangenkonfiguration/Kreis und tangentiale Gerade/Zweidimensionale Interpretation/Aufgabe/Aufgabereferenznummer,1057985,0,2025-11-07T07:57:05Z,43b45004ec25d261ed9c06a26076cf9ee72ba8d0,47
265,166371,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanische ebene Kurven/Stangenkoppelung/Bemerkung/Bemerkungreferenznummer,1051307,0,2025-08-18T07:39:08Z,aa321c18aaa2adb744132205a413df22fb2d1106,49
266,166366,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanisches System/Abbildung auf Kreis/Stangenrichtung/Aufgabe/Aufgabereferenznummer,1057980,1051301,2025-11-07T07:49:19Z,e145b504e561dbb77d7d4a1b717f4add4438931f,48
267,166367,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Mechanisches System/Kreis/Gerade/Disjunkt/Regularität über Jacobi-Matrix/Aufgabe/Aufgabereferenznummer,1057983,1051302,2025-11-07T07:51:05Z,ab2f172348df79c72f7d35f68b512fbeb1a55490,48
268,166385,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Modultheorie (kommutative Algebra)/Kurze exakte Sequenz/Definition/Definitionreferenznummer,1051340,0,2025-08-18T08:06:24Z,bc16665c4001a2c8a8679231dfaa8d9f772c7b11,51
269,166399,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Modultheorie (kommutative Algebra)/Noethersche Moduln/Kurze exakte Sequenz/Äquivalentes Kriterium/Fakt/Faktreferenznummer,1051356,0,2025-08-18T08:08:44Z,6df7ce37d60fcb7a6dca78f936d82d9811bd6b1f,46
270,166526,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Modultheorie/Exakte Komplexe/Kurze exakte Sequenzen/Aufgabe/Aufgabereferenznummer,1051521,0,2025-08-18T08:55:40Z,e091b2939bbd7ca4eb21518ba088cd17afffd9a4,49
271,166426,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monoid/Diagonale und Komultiplikation/Aufgabe/Aufgabereferenznummer,1057746,1051401,2025-11-05T09:11:17Z,9c32ff57ce0a57007fc36ae0abdcc9b16b599a2e,49
272,166474,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monoid/Semipositive Graduierung/Potenzreihenring/Aufgabe/Aufgabereferenznummer,1051465,0,2025-08-18T08:45:30Z,43677586315cc86287c972eccb3e94e832cd9177,49
273,166457,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monoid/Zugehörige Differenzengruppe/Charakterisierungen Kürzungsregel/Aufgabe/Aufgabereferenznummer,1068457,1062220,2026-02-02T08:46:57Z,3ada90545063ee019e9426dc3e7bc767aae6fb5d,49
274,166467,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monoidringe/Dimension zwei/Standardkegel/Z^2-XY/Monoid und Bewertungen/Beispiel/Beispielreferenznummer,1062474,1051458,2025-12-16T10:05:39Z,a29157dfc55d18f33ada5651369380cb3d4e01b3,50
275,166364,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monomiale Abbildung/S,ST^2,ST/Gleichung für Bild/Aufgabe/Aufgabereferenznummer",1059356,1057872,2025-11-19T11:08:42Z,feb97d2bfea06f815ba12f55116386351e2c1e06,48
276,166520,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monomiale Kurve/Hilbert-Samuel Multiplizität ist numerische Multiplizität/Fakt/Faktreferenznummer,1051513,0,2025-08-18T08:54:30Z,7a80b5f7879a088960d5c17fb45d472eb0e83cc4,49
277,166470,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monomiale Kurven/Multiplizität/Abschätzungen für Anzahl in Differenzmengen/Fakt/Faktreferenznummer,1051461,0,2025-08-18T08:44:50Z,d33f9305f94096b4f1e8a9bb84bfd70aa57def54,46
278,166427,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Monomiale Kurvenabbildung/Bijektiv/Fakt/Faktreferenznummer,1051402,0,2025-08-18T08:22:37Z,68fbcaa2dd8fdc98bcb7b9efe8c014cd7291fade,46
279,165856,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Navigation,1032898,0,2025-08-11T13:30:06Z,da28f5a1b33e47146d2c7ff578bc67e990b40ac0,183
280,166428,106,course_local_other,"Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Neilsche Parabel/(1,1)/Gerade trifft/Aufgabe/Aufgabereferenznummer",1055589,1055485,2025-10-16T09:57:05Z,c972a62a59ad2c3dc70d8f634accd525e69e0835,48
281,166351,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Neilsche Parabel/Bildbeschreibung durch Gleichung/Aufgabe/Aufgabereferenznummer,1055483,1051281,2025-10-15T08:47:03Z,010fa3cece430cc5876875b4a700c685e26daa40,47
282,166420,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Nenneraufnahme/f/Nilpotent/Aufgabe/Aufgabereferenznummer,1051392,0,2025-08-18T08:20:17Z,fb2837ff84201afa6391a787e8fb670a36fa195e,48
283,166436,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Nenneraufnahme/Mit Nullteilern/Begriff/Aufgabe/Aufgabereferenznummer,1051415,0,2025-08-18T08:25:27Z,46baebbcce8c5060ba2371877eccd9b9355ee3c7,48
284,166437,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Nenneraufnahme/Universelle Eigenschaft/Fakt/Beweis/Aufgabe/Aufgabereferenznummer,1051416,0,2025-08-18T08:25:37Z,01d29ea660a85f936f3c693d6760ea2036791cef,48
285,168425,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Nenneraufnahme/Universelle Eigenschaft/Fakt/Faktreferenznummer,1068079,1068078,2026-01-31T09:30:09Z,01d29ea660a85f936f3c693d6760ea2036791cef,48
286,166498,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Noetherscher lokaler Ring/Potenzen vom maximalen Ideal/Restklassenring und Jets sind endlich-dimensional/Fakt/Faktreferenznummer,1051489,0,2025-08-18T08:50:10Z,62c814ceeedb5c9d0569d9d05437337827ac0810,46
287,166507,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Noetherscher Nulldimensionaler Ring/Produktdarstellung/Fakt/Faktreferenznummer,1051498,0,2025-08-18T08:52:00Z,96f05df3b9dc9d855410d2a69d3df0d02668abbf,45
288,166419,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Noetherscher Ring/Kommutativ/Restklassenring/Noethersch/Fakt/Faktreferenznummer,1051382,0,2025-08-18T08:12:54Z,bfca7953660cbb18bc6eeede50607c08faba600e,45
289,166490,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Noetherscher Ring/Maximales Ideal/Kotangentialraum direkt und über lokalen Ring/Fakt/Faktreferenznummer,1051481,0,2025-08-18T08:48:20Z,fe2013c71ff8f2e348359f8cf99cbc89e4633391,46
290,166460,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Numerische Halbgruppe/Teilerfremde Erzeuger/Ab n alles/Fakt/Faktreferenznummer,1092788,1051444,2026-06-01T17:48:19Z,57099b3cc59ed279b91d3b956630eef52bd424d9,46
291,166459,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Numerische Halbgruppe/Teilerfremde Erzeuger/Minimales Standard-Erzeugendensystem/Fakt/Faktreferenznummer,1051443,0,2025-08-18T08:29:58Z,6aef08e1b760b0dd74a9ee72bc9e8122a7d687a5,47
292,166491,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Numerische Halbgruppe/Teilerfremde Erzeuger/Numerische Einbettungsdimension/Charakterisierung mit M+ ohne M+^2/Fakt/Faktreferenznummer,1051482,0,2025-08-18T08:48:30Z,6684f76bcf7a2f3f6448c1d80af3c5681e54f28c,50
293,166492,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Numerische Halbgruppe/Teilerfremde Erzeuger/Numerische Einbettungsdimension/Definition/Definitionreferenznummer,1051483,0,2025-08-18T08:48:40Z,43ddbb1c128635e254c34195529919b54c807a3c,51
294,166747,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Numerische Halbgruppe/Teilerfremde Erzeuger/Singularitätsgrad/Beziehung zur Normalisierung/Fakt/Faktreferenznummer,1062476,1051840,2025-12-16T10:05:59Z,809677100065053a3a95fe29002cfc4411e57419,47
295,166378,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring (Körper)/Nullstellen/Anzahl/Fakt/Faktreferenznummer,1051318,0,2025-08-18T07:50:02Z,f6b86928c056ebda40db112bac28446f3cea94e8,77
296,166359,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring über faktoriellem Grundring/Teilerfremd/Teilerfremd über Quotientenkörper/Aufgabe/Aufgabereferenznummer,1068470,1056170,2026-02-02T08:48:37Z,2fb2013839d9e4310503e3fe22b63bb2a8b01bbc,48
297,166388,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring über Körper/Punkte im affinen Raum und K-Algebra-Homomorphismen/Identifizierung/Fakt/Faktreferenznummer,1051344,0,2025-08-18T08:06:54Z,36ddebf3eb2d66c8521095b96ef74620e00d1ef5,46
298,166477,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring/1/K/Verschwindungsordnung/Aufgabe/Aufgabereferenznummer,1051468,0,2025-08-18T08:46:00Z,2812e7e190a769d0be6ecfee2ac941bee0596898,49
299,166499,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring/2/Multiplizität/Multiplikation/Aufgabe/Aufgabereferenznummer,1064862,1051490,2026-01-13T11:14:35Z,e3e3a5ed69a658b9ceffafd484b40d982d901e41,48
300,166527,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring/Dehomogenisierung/Gleichheit und gleicher Grad/Aufgabe/Aufgabereferenznummer,1059355,1057871,2025-11-19T11:08:32Z,9599e296c6bb8511724a4e4e26116ee5a247c537,48
301,166411,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Polynomring/K-Spektrum/Polynomiale Abbildung/Aufgabe/Aufgabereferenznummer,1068453,1051371,2026-02-02T08:46:17Z,32e46495144c85fd6e535cfe1f95e31982838c1d,49
302,166475,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Potenzreihenring eine Variable/Abbildung der Lokalisierung an maximalen Ideal/Aufgabe/Aufgabereferenznummer,1051466,0,2025-08-18T08:45:40Z,245210f1890827e269020d66f344980e69e302a0,48
303,166502,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Potenzreihenring/Eine Variable/Konstanter Koeffizient/Ringhomomorphismus/Aufgabe/Aufgabereferenznummer,1051493,0,2025-08-18T08:51:00Z,0529f812a2e5d25292929cb658b5cb710456ab3a,48
304,166346,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Primpolynom/Ebene Kurve/Unendlich viele Punkte/Irreduzibel/Fakt/Faktreferenznummer,1051275,0,2025-08-18T07:29:19Z,56810553ba1a26c09b57b18a272e47463623dcde,48
305,166479,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektion weg vom Punkt/Auf Kurve/Sekanten/Aufgabe/Aufgabereferenznummer,1068466,1051470,2026-02-02T08:48:07Z,1a57c8bfb1c3f862d167df7e627b517c1ba6d48e,49
306,166521,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektive Abbildung/Morphismus durch homogenen Polynome vom gleichen Grad/Auf offener Menge/Aufgabe/Aufgabereferenznummer,1068465,1067395,2026-02-02T08:47:57Z,f7fd86a65ee283abb1cede957763b135e57358b8,49
307,166513,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektive Varietät/Wird überdeckt von affinen Varietäten/Fakt/Faktreferenznummer,1051505,0,2025-08-18T08:53:10Z,fbeecd72e5aae646b44fded9979791d741d01baf,46
308,166522,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektiver Raum/Projektion weg von beliebigem Punkt/Matrixbeschreibung/Aufgabe/Aufgabereferenznummer,1067708,1051515,2026-01-29T15:01:42Z,90430482438e10846492795f72914ced43e9f6b8,49
309,166508,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektiver Raum/R oder C/Offen überdeckt und Mannigfaltigkeit/Fakt/Faktreferenznummer,1051499,0,2025-08-18T08:52:20Z,bd3d49482d9b1511839da11fed3ef57c3ee081b1,47
310,166528,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektiver Raum/Unendlicher Körper/Endlich viele Punkte in affiner Umgebung/Aufgabe/Aufgabereferenznummer,1068460,1067393,2026-02-02T08:47:17Z,63f121a7b92ff05328430a9309c0021697be0e6c,49
311,166514,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Projektiver Raum/Zariski Topologie/Einschränkung auf affinen Raum/Aufgabe/Aufgabereferenznummer,1068458,1067392,2026-02-02T08:47:07Z,377743c9d3ec972618d79ebc560b78f3f148d453,49
312,166382,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Pythagoreische Tripel/Parametrische Charakterisierung/Fakt/Faktreferenznummer,1051337,0,2025-08-18T08:05:32Z,0f927ca411e58a62b9135811b91ec24cfcb7cad1,75
313,166365,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Quadrik in zwei Variablen/Rationale Parametrisierung/Fakt/Faktreferenznummer,1051300,0,2025-08-18T07:36:08Z,069cd13b0045f48afdcc487c5a92d2a591ea1b54,44
314,166450,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Quasiaffine Varietät/Globale algebraische Funktion/Ist Morphismus nach affiner Geraden/Fakt/Faktreferenznummer,1051432,0,2025-08-18T08:28:18Z,47715931c44bdaf13b009380c6da3a2dc6b0b9ba,46
315,166451,106,course_local_other,Kurs:Algebraische Kurven (Osnabrück 2025-2026)/Quasiaffine Varietät/Morphismus nach affiner Geraden/Fakt/Faktreferenznummer,1051433,0,2025-08-18T08:28:28Z,e49657f75b08b8fc4315e4f53ffe9b450c5590d7,45
